State	Zip	Utility_Provider
TX	76107	Green Mountain Energy
TX	78612	Other
TX	79520	Ambit Energy
TX	78108	Guadalupe Valley Electric Cooperative
TX	77505	Ambit Energy
TX	75067	Cirro Energy
TX	77089	CenterPoint Energy
TX	78616	Bluebonnet Electric Cooperative
TX	76711	Ambit Energy
TX	77038	Ambit Energy
TX	79772	Entrust Energy
TX	75160	Stream Energy
TX	77493	Champion Energy Services
TX	76134	TXU Energy
TX	78584	Medina Electric Cooperative
TX	78617	American Light & Power
TX	76182	Entrust Energy
TX	78584	Direct Energy
TX	77568	Gexa Energy
TX	75148	Direct Energy
TX	77086	Direct Energy
TX	77033	Other
TX	75208	TXU Energy
TX	77076	Other
TX	76123	Just Energy
TX	75024	XOOM Energy
TX	77082	TXU Energy
TX	76137	Infinite Energy
TX	78415	Ambit Energy
TX	76058	Direct Energy
TX	75563	Southwestern Electric Power Company (SWEPCO)
TX	79912	Other
TX	75051	Entergy
TX	75125	Navarro County Electric Cooperative
TX	76437	Comanche Electric Cooperative
TX	79935	El Paso Electric
TX	79118	Other
TX	77086	Brilliant Energy
TX	79007	Other
TX	75043	TXU Energy
TX	75233	Ambit Energy
TX	78582	Green Mountain Energy
TX	77015	Other
TX	75980	Oncor Electric (Formerly TXU)
TX	77486	Gexa Energy
TX	78214	CPS Energy
TX	78645	Pedernales Electric Cooperative
TX	78550	Green Mountain Energy
TX	77377	Reliant Energy
TX	76542	Amigo Energy
TX	78542	Stream Energy
TX	76502	Other
TX	76088	TXU Energy
TX	78245	CPS Energy
TX	78574	Reliant Energy
TX	75051	Green Mountain Energy
TX	78040	CPS Energy
TX	79764	Amigo Energy
TX	77086	Amigo Energy
TX	78753	Austin Energy
TX	78414	First Choice Power
TX	77093	TXU Energy
TX	78045	Reliant Energy
TX	76006	Gexa Energy
TX	78412	American Electric Power
TX	75074	Amigo Energy
TX	79903	El Paso Electric
TX	78504	Magic Valley
TX	77433	XOOM Energy
TX	75959	Direct Energy
TX	77551	Just Energy
TX	75124	Trinity Valley Electric Cooperative
TX	77539	Ambit Energy
TX	75253	TXU Energy
TX	77459	First Choice Power
TX	77088	Reliant Energy
TX	77703	Entergy
TX	77901	Reliant Energy
TX	78065	Oncor Electric (Formerly TXU)
TX	75007	Other
TX	78211	CPS Energy
TX	78573	Ambit Energy
TX	77016	Frontier Utilities
TX	76078	Coserv Electric
TX	77303	Entergy
TX	77532	Ambit Energy
TX	77619	Entergy
TX	76244	Other
TX	75070	TXU Energy
TX	77434	Reliant Energy
TX	77022	Green Mountain Energy
TX	77088	CenterPoint Energy
TX	76086	Other
TX	76006	Reliant Energy
TX	75686	Southwestern Electric Power Company (SWEPCO)
TX	76950	Bounce Energy
TX	79932	Texas Electric Service Company
TX	78541	TXU Energy
TX	77037	Just Energy
TX	77053	TXU Energy
TX	77088	TXU Energy
TX	77503	CenterPoint Energy
TX	75041	Reliant Energy
TX	78516	Just Energy
TX	78669	Pedernales Electric Cooperative
TX	75212	Cirro Energy
TX	75009	Discount Power
TX	75041	Direct Energy
TX	78043	Other
TX	78853	Champion Energy Services
TX	77092	TXU Energy
TX	78542	Ambit Energy
TX	77070	Stream Energy
TX	78589	Magic Valley
TX	79410	Lubbock Power and Light
TX	75024	TXU Energy
TX	77078	Direct Energy
TX	77471	Stream Energy
TX	77003	Reliant Energy
TX	78748	Austin Energy
TX	77521	Ambit Energy
TX	75081	Champion Energy Services
TX	77055	Green Mountain Energy
TX	77396	Reliant Energy
TX	77084	Stream Energy
TX	75840	Stream Energy
TX	78046	Ambit Energy
TX	77354	TXU Energy
TX	76112	TXU Energy
TX	79836	El Paso Electric
TX	76120	Brilliant Energy
TX	75216	Ambit Energy
TX	76058	United Cooperative Services
TX	78666	Bluebonnet Electric Cooperative
TX	77015	Green Mountain Energy
TX	76010	Reliant Energy
TX	78725	Austin Energy
TX	75137	Cirro Energy
TX	76180	Gexa Energy
TX	77859	Navasota Valley Electric Cooperative
TX	77450	Reliant Energy
TX	77072	TXU Energy
TX	75232	Entrust Energy
TX	77389	Reliant Energy
TX	78572	Green Mountain Energy
TX	77530	Tara Energy
TX	77449	Ambit Energy
TX	78408	XOOM Energy
TX	78599	Magic Valley
TX	78043	4Change Energy
TX	78237	CPS Energy
TX	78516	Magic Valley
TX	78045	Stream Energy
TX	77642	Texas Electric Service Company
TX	75167	Hilco Electric Co-Op
TX	78840	Direct Energy
TX	77406	Champion Energy Services
TX	78041	Reliant Energy
TX	76513	Star Tex Power
TX	77080	TXU Energy
TX	77547	Oncor Electric (Formerly TXU)
TX	77082	Direct Energy
TX	79343	South Plains Electric Cooperative
TX	75656	Bowie Cass Electric Co-op
TX	75074	Reliant Energy
TX	77017	Reliant Energy
TX	76114	TXU Energy
TX	78574	Magic Valley
TX	75503	Southwestern Electric Power Company (SWEPCO)
TX	78520	Star Tex Power
TX	75844	TXU Energy
TX	78736	City of Austin Utilities
TX	78416	CPS Energy
TX	77449	CenterPoint Energy
TX	79070	Other
TX	78574	Other
TX	77477	Ambit Energy
TX	75116	Reliant Energy
TX	76106	Stream Energy
TX	75165	Entrust Energy
TX	77357	Entergy
TX	77015	Amigo Energy
TX	77539	Reliant Energy
TX	77386	Reliant Energy
TX	75052	TXU Energy
TX	79821	El Paso Electric
TX	79316	Other
TX	77032	Reliant Energy
TX	78207	CPS Energy
TX	76105	Just Energy
TX	79347	Other
TX	76137	Direct Energy
TX	78644	Bluebonnet Electric Cooperative
TX	78582	Reliant Energy
TX	78252	CPS Energy
TX	78665	XOOM Energy
TX	77494	Tri Eagle Energy
TX	77435	CenterPoint Energy
TX	79905	Other
TX	77029	Other
TX	78045	Just Energy
TX	77521	Just Energy
TX	75708	Ambit Energy
TX	78633	Georgetown Utility Services (GUS)
TX	77502	Reliant Energy
TX	78582	Ambit Energy
TX	75803	Direct Energy
TX	77092	Amigo Energy
TX	79927	Texas Electric Service Company
TX	79934	El Paso Electric
TX	76111	Reliant Energy
TX	76114	Ambit Energy
TX	76542	Champion Energy Services
TX	78217	CPS Energy
TX	77521	Reliant Energy
TX	75020	Reliant Energy
TX	77053	Reliant Energy
TX	78067	Other
TX	77078	Reliant Energy
TX	77023	TXU Energy
TX	78584	Ambit Energy
TX	76082	Other
TX	77095	Ambit Energy
TX	76111	Other
TX	78582	Amigo Energy
TX	77022	Direct Energy
TX	77449	TXU Energy
TX	77433	TXU Energy
TX	77502	Ambit Energy
TX	75409	Brilliant Energy
TX	75964	Ambit Energy
TX	79504	Taylor Electric Co-Op
TX	77069	Reliant Energy
TX	75002	TXU Energy
TX	76018	TXU Energy
TX	77469	CenterPoint Energy
TX	78572	4Change Energy
TX	75216	TXU Energy
TX	77498	Bounce Energy
TX	75437	TXU Energy
TX	77502	Direct Energy
TX	77095	Reliant Energy
TX	78133	Bluebonnet Electric Cooperative
TX	75224	Just Energy
TX	78650	Bluebonnet Electric Cooperative
TX	79764	Reliant Energy
TX	78626	TXU Energy
TX	78520	Other
TX	77028	Amigo Energy
TX	76106	Just Energy
TX	75021	Discount Power
TX	76374	4Change Energy
TX	77587	Ambit Energy
TX	78724	Austin Energy
TX	76549	Bartlett Electric Cooperative
TX	78586	Direct Energy
TX	78550	Other
TX	75418	TXU Energy
TX	78041	TXU Energy
TX	77901	Amigo Energy
TX	78575	Amigo Energy
TX	78076	Stream Energy
TX	75217	TXU Energy
TX	75050	TXU Energy
TX	77831	CenterPoint Energy
TX	76105	Reliant Energy
TX	78542	Other
TX	78574	Star Tex Power
TX	77072	Reliant Energy
TX	75216	Oncor Electric (Formerly TXU)
TX	77012	Clearview Energy
TX	79553	WTU Retail Energy
TX	77032	Tara Energy
TX	75904	TXU Energy
TX	77072	Just Energy
TX	77076	Direct Energy
TX	76010	TXU Energy
TX	75904	Amigo Energy
TX	75241	Reliant Energy
TX	77360	Houston County Electric Cooperative
TX	78040	Ambit Energy
TX	78405	Other
TX	78572	Spark Energy
TX	77327	Other
TX	77089	TXU Energy
TX	78852	Stream Energy
TX	79782	Green Mountain Energy
TX	78606	Pedernales Electric Cooperative
TX	79731	Other
TX	76016	Stream Energy
TX	77469	Reliant Energy
TX	77043	CenterPoint Energy
TX	79927	Other
TX	77407	Direct Energy
TX	77090	Ambit Energy
TX	78541	Other
TX	77506	CenterPoint Energy
TX	78580	TXU Energy
TX	79763	Other
TX	78653	Austin Energy
TX	78109	CPS Energy
TX	77022	Other
TX	78260	CPS Energy
TX	75088	TXU Energy
TX	75638	Bowie Cass Electric Co-op
TX	78664	Ambit Energy
TX	78217	Other
TX	78552	American Electric Power
TX	78046	Reliant Energy
TX	76707	Direct Energy
TX	76527	Other
TX	77979	Frontier Utilities
TX	78577	Other
TX	75211	Ambit Energy
TX	79036	Southwestern Electric Power Company (SWEPCO)
TX	77546	Bounce Energy
TX	79107	Other
TX	77378	Other
TX	77590	TXU Energy
TX	77859	Bryan Texas Utilities
TX	79938	American Electric Power
TX	77039	TXU Energy
TX	76010	Direct Energy
TX	75501	American Electric Power
TX	75964	Champion Energy Services
TX	78569	Other
TX	75032	Just Energy
TX	78745	Austin Energy
TX	76208	Denton Municipal Electric
TX	77479	Entergy
TX	76431	Wise Electric Co-Op
TX	77083	CenterPoint Energy
TX	78717	Austin Energy
TX	78840	Green Mountain Energy
TX	75758	Entrust Energy
TX	78538	Green Mountain Energy
TX	78750	Pedernales Electric Cooperative
TX	75684	CenterPoint Energy
TX	78233	CPS Energy
TX	79102	Other
TX	78501	Other
TX	77396	Ambit Energy
TX	75212	Other
TX	76932	TXU Energy
TX	77449	Other
TX	77029	Amigo Energy
TX	78380	Nueces Electric Cooperative
TX	78628	Other
TX	78552	Green Mountain Energy
TX	78573	Green Mountain Energy
TX	77020	TXU Energy
TX	78541	Just Energy
TX	78542	Reliant Energy
TX	77545	Stream Energy
TX	77640	American Electric Power
TX	77665	Entergy
TX	75035	Amigo Energy
TX	75217	Entrust Energy
TX	79930	El Paso Electric
TX	78542	Central Texas Electric Co-Op
TX	75964	Reliant Energy
TX	78584	CenterPoint Energy
TX	79765	TXU Energy
TX	78653	AP Gas and Electric
TX	75941	Direct Energy
TX	77076	Reliant Energy
TX	76133	TXU Energy
TX	75672	Southwestern Electric Power Company (SWEPCO)
TX	76067	Stream Energy
TX	79029	Other
TX	76559	Entrust Energy
TX	76148	Direct Energy
TX	77951	Victoria Electric Cooperative
TX	78503	Ambit Energy
TX	76117	WTU Retail Energy
TX	79849	Other
TX	77057	Tri Eagle Energy
TX	76549	Reliant Energy
TX	76119	Oncor Electric (Formerly TXU)
TX	75041	Just Energy
TX	78201	CenterPoint Energy
TX	75930	Deep East Texas Electric Coop
TX	78577	Stream Energy
TX	79014	Other
TX	77477	Other
TX	77378	Sam Houston Electric
TX	77039	Just Energy
TX	78121	Floresville Electric Light and Power System
TX	75455	Southwestern Electric Power Company (SWEPCO)
TX	75142	Trinity Valley Electric Cooperative
TX	78154	Other
TX	76179	XOOM Energy
TX	77328	Entergy
TX	77060	Tri Eagle Energy
TX	79045	Texas Electric Service Company
TX	77084	Just Energy
TX	77024	Discount Power
TX	77076	Entrust Energy
TX	75702	TXU Energy
TX	79835	Other
TX	77067	Amigo Energy
TX	75208	Ambit Energy
TX	75211	TXU Energy
TX	78504	Other
TX	78558	Other
TX	77355	Direct Energy
TX	77082	Ambit Energy
TX	77072	Tri Eagle Energy
TX	77093	Amigo Energy
TX	76410	Stream Energy
TX	77099	Amigo Energy
TX	77954	Guadalupe Valley Electric Cooperative
TX	75236	Bounce Energy
TX	75602	Southwestern Electric Power Company (SWEPCO)
TX	77530	First Choice Power
TX	75801	Direct Energy
TX	78852	Rio Grande Electric Cooperative
TX	78046	Just Energy
TX	78233	Other
TX	76365	Reliant Energy
TX	79549	Reliant Energy
TX	77449	Amigo Energy
TX	77073	Other
TX	75860	Stream Energy
TX	77068	TXU Energy
TX	78653	Cirro Energy
TX	78660	TXU Energy
TX	78537	Ambit Energy
TX	75062	Other
TX	77080	Ambit Energy
TX	79403	Lubbock Power and Light
TX	78596	TXU Energy
TX	75119	Green Mountain Energy
TX	75414	Stream Energy
TX	77479	Cirro Energy
TX	77095	CenterPoint Energy
TX	76015	Reliant Energy
TX	77008	Other
TX	75041	Other
TX	75287	TXU Energy
TX	78415	Nueces Electric Cooperative
TX	77575	Direct Energy
TX	78393	Other
TX	77083	Ambit Energy
TX	78043	Reliant Energy
TX	77656	Entergy
TX	79064	Other
TX	78634	TXU Energy
TX	75401	GEUS Electric
TX	78377	First Choice Power
TX	77014	Direct Energy
TX	77075	Ambit Energy
TX	76092	Frontier Utilities
TX	78596	Entergy
TX	76179	Reliant Energy
TX	75035	Coserv Electric
TX	77083	Stream Energy
TX	77520	CenterPoint Energy
TX	77040	Ambit Energy
TX	76401	Ambit Energy
TX	78559	First Choice Power
TX	77022	TXU Energy
TX	77530	Green Mountain Energy
TX	78073	CPS Energy
TX	77386	Gexa Energy
TX	77077	Reliant Energy
TX	78753	American Electric Power
TX	78660	City of Austin Utilities
TX	77036	Acacia Energy
TX	76120	TXU Energy
TX	77036	Amigo Energy
TX	75287	Ambit Energy
TX	76502	Cirro Energy
TX	76569	Stream Energy
TX	75603	Rusk County Electric Cooperative
TX	77801	Bryan Texas Utilities
TX	77840	American Electric Power
TX	76120	Reliant Energy
TX	78852	Eagle Energy
TX	78832	Rio Grande Electric Cooperative
TX	77859	Other
TX	77045	Direct Energy
TX	75013	Coserv Electric
TX	78586	Other
TX	76301	TXU Energy
TX	77078	Ambit Energy
TX	75043	Other
TX	78575	Reliant Energy
TX	75240	TXU Energy
TX	78586	Reliant Energy
TX	76230	Other
TX	77845	College Station Utilities
TX	76442	TXU Energy
TX	79424	South Plains Electric Cooperative
TX	75149	Other
TX	77520	Reliant Energy
TX	78240	CPS Energy
TX	78726	Pedernales Electric Cooperative
TX	77423	Amigo Energy
TX	77477	CenterPoint Energy
TX	78593	Magic Valley
TX	77372	Entergy
TX	81427	San Miguel Power Association
TX	77015	TXU Energy
TX	78501	Champion Energy Services
TX	75180	Tara Energy
TX	78045	Cirro Energy
TX	76442	Other
TX	76001	Entrust Energy
TX	78040	Stream Energy
TX	77320	Mid-South Synergy
TX	77590	Ambit Energy
TX	77530	Ambit Energy
TX	78387	Just Energy
TX	77028	Direct Energy
TX	77523	Reliant Energy
TX	79556	Direct Energy
TX	75070	Coserv Electric
TX	77075	Champion Energy Services
TX	77357	Reliant Energy
TX	78599	Stream Energy
TX	77571	Ambit Energy
TX	75480	Southwestern Electric Power Company (SWEPCO)
TX	77015	Reliant Energy
TX	75043	Stream Energy
TX	78501	TXU Energy
TX	77338	CenterPoint Energy
TX	77049	Stream Energy
TX	77018	Reliant Energy
TX	77488	Reliant Energy
TX	76010	Cirro Energy
TX	77478	Cirro Energy
TX	76087	Other
TX	77022	Reliant Energy
TX	75433	Farmers Electrical Cooperative
TX	78586	Stream Energy
TX	79072	Other
TX	78641	Other
TX	77099	Just Energy
TX	78541	Reliant Energy
TX	78717	Pedernales Electric Cooperative
TX	78040	Reliant Energy
TX	78202	CPS Energy
TX	78576	Other
TX	79346	Other
TX	75232	Ambit Energy
TX	78229	CPS Energy
TX	76802	Comanche Electric Cooperative
TX	79235	Other
TX	77377	TXU Energy
TX	77077	Stream Energy
TX	78541	Ambit Energy
TX	75931	Deep East Texas Electric Coop
TX	78599	Reliant Energy
TX	75089	Amigo Energy
TX	77568	Texas -New Mexico Power Co.
TX	79849	Central Texas Electric Co-Op
TX	78541	Stream Energy
TX	78239	CPS Energy
TX	75253	Reliant Energy
TX	78570	Other
TX	77303	Sam Houston Electric
TX	77377	Direct Energy
TX	77590	Direct Energy
TX	75006	Just Energy
TX	77469	Tri Eagle Energy
TX	79561	Taylor Electric Co-Op
TX	79845	Entrust Energy
TX	78220	CPS Energy
TX	77386	Amigo Energy
TX	78415	Other
TX	77995	Other
TX	76043	First Choice Power
TX	75150	TXU Energy
TX	75220	Reliant Energy
TX	77077	TXU Energy
TX	77067	Stream Energy
TX	77547	Ambit Energy
TX	77024	Star Tex Power
TX	79835	Central Texas Electric Co-Op
TX	78580	Magic Valley
TX	77086	Other
TX	75766	Other
TX	75773	Wood County Electric Cooperative
TX	77833	Texas Electric Service Company
TX	76053	Reliant Energy
TX	79764	Green Mountain Energy
TX	77380	Austin Energy
TX	79081	Other
TX	78132	Pedernales Electric Cooperative
TX	75446	Oncor Electric (Formerly TXU)
TX	78574	CPS Energy
TX	75227	Ambit Energy
TX	77396	CenterPoint Energy
TX	75455	Bowie Cass Electric Co-op
TX	78640	Direct Energy
TX	79336	Other
TX	78584	Other
TX	78259	American Electric Power
TX	78041	Green Mountain Energy
TX	75090	Reliant Energy
TX	79835	APNA Energy
TX	76116	Direct Energy
TX	75043	Reliant Energy
TX	79510	Amigo Energy
TX	77340	Entergy
TX	77090	Other
TX	77447	Reliant Energy
TX	77074	Amigo Energy
TX	78201	CPS Energy
TX	78526	Reliant Energy
TX	78610	Pedernales Electric Cooperative
TX	78146	American Electric Power
TX	76667	TXU Energy
TX	77071	Ambit Energy
TX	78516	TXU Energy
TX	77034	Reliant Energy
TX	76110	Champion Energy Services
TX	77044	TXU Energy
TX	76033	TXU Energy
TX	77328	Sam Houston Electric
TX	77044	4Change Energy
TX	77450	Tri Eagle Energy
TX	76305	Direct Energy
TX	77302	Entergy
TX	75051	TXU Energy
TX	76134	Reliant Energy
TX	78521	Green Mountain Energy
TX	75006	Green Mountain Energy
TX	76513	Direct Energy
TX	77502	Star Tex Power
TX	77354	Reliant Energy
TX	76180	TXU Energy
TX	78666	Texas Electric Service Company
TX	77503	TruSmart Energy
TX	77493	Other
TX	78418	Bounce Energy
TX	77338	TXU Energy
TX	76522	Hamilton County Electric Cooperative
TX	78526	Other
TX	75644	Upshur Rural Electric Co-Op
TX	78504	TXU Energy
TX	76656	Central Texas Electric Co-Op
TX	77521	Other
TX	76164	Reliant Energy
TX	75025	Tri Eagle Energy
TX	77401	Gexa Energy
TX	75852	Houston County Electric Cooperative
TX	78576	Reliant Energy
TX	77011	TXU Energy
TX	78382	Gexa Energy
TX	79601	TXU Energy
TX	78025	Central Texas Electric Co-Op
TX	77504	TXU Energy
TX	77872	Entergy
TX	75116	Ambit Energy
TX	77506	Green Mountain Energy
TX	76123	Ambit Energy
TX	76104	Other
TX	77375	Other
TX	78557	TXU Energy
TX	77083	Amigo Energy
TX	78225	CPS Energy
TX	78583	Nueces Electric Cooperative
TX	76655	TXU Energy
TX	75414	Fannin County Electric Co
TX	77429	Champion Energy Services
TX	78621	Reliant Energy
TX	78163	Pedernales Electric Cooperative
TX	78238	American Electric Power
TX	75041	TXU Energy
TX	78226	AP Gas and Electric
TX	77386	CenterPoint Energy
TX	75080	City of Garland
TX	77385	Entergy
TX	77043	Reliant Energy
TX	75048	Gexa Energy
TX	75050	Stream Energy
TX	75028	Coserv Electric
TX	77083	Reliant Energy
TX	76014	Oncor Electric (Formerly TXU)
TX	76104	Ambit Energy
TX	77051	TXU Energy
TX	76567	Oncor Electric (Formerly TXU)
TX	77072	Spark Energy
TX	77082	CenterPoint Energy
TX	77459	CenterPoint Energy
TX	77373	Stream Energy
TX	78223	CPS Energy
TX	77320	Sam Houston Electric
TX	77539	CenterPoint Energy
TX	78739	Pedernales Electric Cooperative
TX	77082	Amigo Energy
TX	76017	Oncor Electric (Formerly TXU)
TX	77327	Entergy
TX	77338	Reliant Energy
TX	78566	Gexa Energy
TX	76308	TXU Energy
TX	79201	WTU Retail Energy
TX	75206	Reliant Energy
TX	77957	TXU Energy
TX	78148	CPS Energy
TX	77004	Reliant Energy
TX	78631	Central Texas Electric Co-Op
TX	75094	4Change Energy
TX	75778	Trinity Valley Electric Cooperative
TX	75109	Ambit Energy
TX	76706	Ambit Energy
TX	75771	Stream Energy
TX	78253	AP Gas and Electric
TX	75792	Upshur Rural Electric Co-Op
TX	75554	Bowie Cass Electric Co-op
TX	76549	Direct Energy
TX	77049	Direct Energy
TX	77020	Reliant Energy
TX	75462	Other
TX	77082	Champion Energy Services
TX	78621	Ambit Energy
TX	77074	TXU Energy
TX	76633	Heart Of Texas Electric Co-Op
TX	79714	TXU Energy
TX	78744	City of Austin Utilities
TX	76114	Brilliant Energy
TX	77074	Other
TX	77590	Reliant Energy
TX	78943	First Choice Power
TX	78045	Clearview Energy
TX	75253	Stream Energy
TX	79129	TXU Energy
TX	76901	XOOM Energy
TX	79763	Direct Energy
TX	78542	TXU Energy
TX	77078	CenterPoint Energy
TX	77503	Reliant Energy
TX	75668	Bowie Cass Electric Co-op
TX	78676	Pedernales Electric Cooperative
TX	77061	Brilliant Energy
TX	77515	Ambit Energy
TX	76705	Hilco Electric Co-Op
TX	79549	Other
TX	75766	Ambit Energy
TX	77346	Star Tex Power
TX	75159	Cirro Energy
TX	78945	Other
TX	77518	Entrust Energy
TX	78130	Pedernales Electric Cooperative
TX	75902	TXU Energy
TX	75076	TXU Energy
TX	78550	Nueces Electric Cooperative
TX	78541	Magic Valley
TX	76401	United Cooperative Services
TX	75633	Rusk County Electric Cooperative
TX	75058	TXU Energy
TX	77642	AP Gas and Electric
TX	75933	Jasper-Newton Electric Cooperative
TX	75150	Direct Energy
TX	75602	Upshur Rural Electric Co-Op
TX	77420	Reliant Energy
